"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kpna3",0.00436773085219111,0.0664416138949729,0.285,0.233,1,"Control","Kpna3"
"Vsig10",0.0043739914555286,0.0568789850086972,0.161,0.12,1,"Control","Vsig10"
"Tgoln1",0.0043851592286945,0.0759421858355014,0.273,0.231,1,"Control","Tgoln1"
"Mia3",0.00440491125380029,0.064059834487597,0.194,0.152,1,"Control","Mia3"
"Brap",0.00444477168730396,0.0718257420342097,0.28,0.236,1,"Control","Brap"
"Ndel1",0.0044668830832121,0.0526865877415134,0.258,0.203,1,"Control","Ndel1"
"Eif4ebp2",0.00447967168001303,0.0510899202234693,0.178,0.132,1,"Control","Eif4ebp2"
"Sin3a",0.00448832188237437,0.0582562899648219,0.288,0.234,1,"Control","Sin3a"
"Zfp318",0.00451392688929618,0.0604314237009838,0.113,0.084,1,"Control","Zfp318"
"Ppp1r18",0.00453249122857354,0.0793639032906449,0.468,0.422,1,"Control","Ppp1r18"
"Plrg1",0.00454087832604374,0.0559376652738434,0.159,0.123,1,"Control","Plrg1"
"Zfp282",0.00455698363331012,0.0529846043400385,0.136,0.103,1,"Control","Zfp282"
"Chpf2",0.00460096403714645,0.0586608998735134,0.146,0.108,1,"Control","Chpf2"
"Serinc1",0.00461623837801345,0.058207925269307,0.403,0.336,1,"Control","Serinc1"
"Tpp2",0.00467202486474111,0.0672007011045984,0.283,0.239,1,"Control","Tpp2"
"Sat1",0.00469963749514596,0.0786613048432181,0.359,0.313,1,"Control","Sat1"
"Ddx27",0.00474331007154474,0.0640201021158774,0.443,0.387,1,"Control","Ddx27"
"Zfp746",0.00476630771605615,0.063326463194444,0.168,0.13,1,"Control","Zfp746"
"Arrdc1",0.0048007557293072,0.064031252204898,0.293,0.242,1,"Control","Arrdc1"
"C2cd3",0.00480293595876944,0.0629282885324228,0.225,0.178,1,"Control","C2cd3"
"Nipbl",0.00481150583779858,0.0790622178579097,0.422,0.378,1,"Control","Nipbl"
"Cyb5r1",0.00484654865327642,0.0685241862929208,0.295,0.246,1,"Control","Cyb5r1"
"Zcchc11",0.00488929589029548,0.0520253538904754,0.43,0.369,1,"Control","Zcchc11"
"Mcm6",0.00490310723608694,0.0697572318684627,0.643,0.599,1,"Control","Mcm6"
"Senp5",0.00490343195071605,0.0524808302399078,0.111,0.082,1,"Control","Senp5"
"Fam20b",0.00490358074726835,0.0575563958531829,0.113,0.085,1,"Control","Fam20b"
"Ldlrap1",0.00491921338063298,0.0667978830437061,0.227,0.183,1,"Control","Ldlrap1"
"Smg1",0.00492662935573932,0.0629802997313479,0.2,0.157,1,"Control","Smg1"
"Ifi47",0.00494143118421646,0.0612738927434009,0.236,0.189,1,"Control","Ifi47"
"Paics",0.00496040864038243,0.0782118661451994,0.659,0.619,1,"Control","Paics"
"Kif2a",0.00496811165072306,0.0789139317473666,0.34,0.296,1,"Control","Kif2a"
"Sox4",0.00497793784241875,0.111720357270952,0.646,0.607,1,"Control","Sox4"
"Anxa7",0.00502191713723089,0.0622133251891406,0.426,0.368,1,"Control","Anxa7"
"Ttf1",0.00502497024747733,0.0556747698772888,0.185,0.141,1,"Control","Ttf1"
"Ube3b",0.00503192676519555,0.0666235544159262,0.123,0.1,1,"Control","Ube3b"
"Dennd5b",0.00505523803138667,0.148011089232093,0.253,0.223,1,"Control","Dennd5b"
"Rhob",0.0050678069645937,0.0657113075180249,0.157,0.122,1,"Control","Rhob"
"Lrmp",0.00507529495052174,0.0656533311245039,0.399,0.343,1,"Control","Lrmp"
"Grasp",0.00508245450733843,0.068333323206325,0.105,0.08,1,"Control","Grasp"
"Riok1",0.00508871169272681,0.0611644819939623,0.21,0.166,1,"Control","Riok1"
"Atg7",0.00509496582882095,0.0566505585353896,0.14,0.105,1,"Control","Atg7"
"Fam53b",0.00509515777500074,0.0751927274927706,0.196,0.155,1,"Control","Fam53b"
"Pcnt",0.00512871798574706,0.0742701237826661,0.3,0.255,1,"Control","Pcnt"
"Pskh1",0.00512973438547389,0.0573130820031171,0.133,0.098,1,"Control","Pskh1"
"Tada3",0.00513364035338948,0.0563152528403492,0.252,0.201,1,"Control","Tada3"
"Ppp1r9b",0.00515242326262316,0.0765113416890558,0.28,0.234,1,"Control","Ppp1r9b"
"Dcaf10",0.00516236957768321,0.0562582206204659,0.114,0.082,1,"Control","Dcaf10"
"Lrp10",0.0052250030827999,0.0582252757866908,0.388,0.333,1,"Control","Lrp10"
"Samsn1",0.00524630389778053,0.082323574898252,0.713,0.672,1,"Control","Samsn1"
"Adam15",0.00530227015213288,0.0598921794046706,0.172,0.131,1,"Control","Adam15"
"Nup50",0.00531238686205009,0.0678150654221272,0.269,0.228,1,"Control","Nup50"
"Usp19",0.00533968033123153,0.062694946698502,0.271,0.227,1,"Control","Usp19"
"Pdlim1",0.0053526696155436,0.0543031763650643,0.31,0.257,1,"Control","Pdlim1"
"Slc35c2",0.00536228333232169,0.066410474394609,0.418,0.374,1,"Control","Slc35c2"
"Hnrnpa0",0.00537058275892145,0.057771569865855,0.505,0.45,1,"Control","Hnrnpa0"
"Parp1",0.00540838618702126,0.0589700786372133,0.468,0.41,1,"Control","Parp1"
"Rnf5",0.00544522410686859,0.0635644147219688,0.415,0.363,1,"Control","Rnf5"
"Trim35",0.00545758980583206,0.0565555820735092,0.218,0.17,1,"Control","Trim35"
"Atp5a1",0.00546124784882285,0.0571945080173186,0.855,0.829,1,"Control","Atp5a1"
"Nfat5",0.0054997037754826,0.0616004803387382,0.434,0.372,1,"Control","Nfat5"
"Ranbp2",0.00553265904613878,0.0627743577839832,0.15,0.116,1,"Control","Ranbp2"
"Map1lc3b",0.00555465945312877,0.0558678822068894,0.841,0.806,1,"Control","Map1lc3b"
"Cdk13",0.00555800629624882,0.0572968783207853,0.194,0.152,1,"Control","Cdk13"
"Polr2g",0.00556879339385228,0.057209755714328,0.538,0.485,1,"Control","Polr2g"
"Ube2z",0.00557133191327867,0.0550344794390854,0.177,0.135,1,"Control","Ube2z"
"Rint1",0.00557998200176321,0.0655697128635886,0.284,0.238,1,"Control","Rint1"
"Zfp266",0.005583983335536,0.0642788137402835,0.164,0.129,1,"Control","Zfp266"
"Dapk3",0.00563892609759838,0.0570485140641831,0.231,0.185,1,"Control","Dapk3"
"Tpcn1",0.00566318666456636,0.0626705487575159,0.185,0.146,1,"Control","Tpcn1"
"Pgd",0.00566725739030864,0.055826386104637,0.344,0.286,1,"Control","Pgd"
"Dhrs1",0.00567099853045007,0.055711871805689,0.265,0.211,1,"Control","Dhrs1"
"S1pr4",0.00567209804798349,0.0616279154629013,0.213,0.168,1,"Control","S1pr4"
"Zfp507",0.00570336740063134,0.0582754151984346,0.112,0.082,1,"Control","Zfp507"
"Akap11",0.00575050465682376,0.0525230430478137,0.171,0.129,1,"Control","Akap11"
"Gabarapl1",0.0057595540425928,0.0537370921113256,0.684,0.626,1,"Control","Gabarapl1"
"Ghitm",0.00576254537082561,0.0718257928372067,0.522,0.477,1,"Control","Ghitm"
"Dnajc7",0.00577081575399305,0.0741054304573068,0.437,0.393,1,"Control","Dnajc7"
"Pkn1",0.00577613178725241,0.0645200810558342,0.315,0.264,1,"Control","Pkn1"
"Npc1",0.00577779637255234,0.0661642988213809,0.145,0.113,1,"Control","Npc1"
"Ddx24",0.00579962809536608,0.0634239240161636,0.563,0.513,1,"Control","Ddx24"
"Pold1",0.00580799830213316,0.0662110213413151,0.277,0.235,1,"Control","Pold1"
"Pnn",0.0058092049373569,0.065811204789274,0.701,0.662,1,"Control","Pnn"
"Ago2",0.00584733355145411,0.0897892271626815,0.365,0.329,1,"Control","Ago2"
"Cd37",0.0058548534950818,0.0753062204899082,0.421,0.371,1,"Control","Cd37"
"Rbl2",0.00590242362173468,0.0611222449760419,0.134,0.102,1,"Control","Rbl2"
"Casp6",0.00595683748930874,0.0806817912165481,0.163,0.137,1,"Control","Casp6"
"Zbtb14",0.00596408210822595,0.0581832237904859,0.189,0.146,1,"Control","Zbtb14"
"Rras",0.00603617280851538,0.0633604850179398,0.13,0.098,1,"Control","Rras"
"Stk38",0.00605685422423793,0.0687423897363086,0.337,0.291,1,"Control","Stk38"
"B3gnt8",0.00605845081662379,0.0510411562767602,0.15,0.109,1,"Control","B3gnt8"
"Zfp865",0.00605910563343715,0.055731807556946,0.205,0.161,1,"Control","Zfp865"
"Fuca2",0.00607811790364553,0.057100492019188,0.23,0.182,1,"Control","Fuca2"
"Pcmtd2",0.00607877038520041,0.0666807337721387,0.128,0.1,1,"Control","Pcmtd2"
"Nktr",0.00610657082332623,0.060417281951731,0.615,0.56,1,"Control","Nktr"
"Skiv2l",0.00612464347911896,0.0519077782973369,0.123,0.091,1,"Control","Skiv2l"
"Sigirr",0.0062298217460392,0.0597507341706647,0.27,0.221,1,"Control","Sigirr"
"Pgam1",0.00626815034470843,0.0757265432788941,0.651,0.613,1,"Control","Pgam1"
"Hcfc2",0.00627282327031232,0.0559183184127782,0.152,0.113,1,"Control","Hcfc2"
"Tor1aip1",0.00628447721101368,0.0655303265997246,0.319,0.272,1,"Control","Tor1aip1"
"Atp6v0b",0.0062943206379897,0.0625434352510619,0.761,0.721,1,"Control","Atp6v0b"
"Mmrn1",0.00631214980362611,0.0688667052179583,0.341,0.288,1,"Control","Mmrn1"
"Aff4",0.00631707588031697,0.0647358059112942,0.224,0.183,1,"Control","Aff4"
"Zmym5",0.00633964016950649,0.0593373219565714,0.232,0.187,1,"Control","Zmym5"
"Rbbp4",0.00634023934955503,0.0608187671434497,0.645,0.6,1,"Control","Rbbp4"
"Uhmk1",0.00637121189577586,0.0560108954759245,0.171,0.129,1,"Control","Uhmk1"
"Casc4",0.00637561463860435,0.0646453599577977,0.144,0.113,1,"Control","Casc4"
"Nfe2",0.00639162245465303,0.055106538767823,0.535,0.479,1,"Control","Nfe2"
"Capn1",0.00641608233840717,0.0501788388805485,0.124,0.09,1,"Control","Capn1"
"Zfp36",0.00647377621302109,0.0588875801597301,0.127,0.093,1,"Control","Zfp36"
"Gpr108",0.00648582045816379,0.0552667831249025,0.206,0.165,1,"Control","Gpr108"
"Pecam1",0.00649154130117034,0.064529563791557,0.164,0.127,1,"Control","Pecam1"
"Bcl7c",0.0064984620727044,0.0530444057920161,0.644,0.604,1,"Control","Bcl7c"
"Hipk2",0.00651255646945811,0.0614284895702052,0.143,0.111,1,"Control","Hipk2"
"Wdr13",0.00652765213906728,0.0588409116554316,0.152,0.118,1,"Control","Wdr13"
"Dnajb12",0.00657822923992347,0.0535796481206035,0.177,0.135,1,"Control","Dnajb12"
"Pgap2",0.00659044877276117,0.0682878507599265,0.278,0.233,1,"Control","Pgap2"
"Dnajc5",0.00662075003362735,0.073024872021792,0.397,0.349,1,"Control","Dnajc5"
"Hnrnpul2",0.00662141074132749,0.0548461953542193,0.435,0.377,1,"Control","Hnrnpul2"
"Exoc8",0.00664104687073459,0.0566044317804047,0.114,0.085,1,"Control","Exoc8"
"Ccnt1",0.0066428363419078,0.0692470598623402,0.283,0.244,1,"Control","Ccnt1"
"Pmepa1",0.00664537637621512,0.072048696762881,0.269,0.225,1,"Control","Pmepa1"
"Wdfy1",0.00666511079035541,0.0551600039040557,0.114,0.083,1,"Control","Wdfy1"
"Pnpo",0.00670785848941587,0.0715811087474598,0.162,0.13,1,"Control","Pnpo"
"Pum2",0.00671865533333981,0.0681798327259194,0.475,0.422,1,"Control","Pum2"
"Proser1",0.00673512027293042,0.0577671871691225,0.173,0.135,1,"Control","Proser1"
"Mettl7a1",0.00678876130888895,0.0669928753765759,0.294,0.244,1,"Control","Mettl7a1"
"Sft2d2",0.0068153467827226,0.0586834353426434,0.172,0.134,1,"Control","Sft2d2"
"Cpsf2",0.0068624731798899,0.0703867819646209,0.38,0.332,1,"Control","Cpsf2"
"Pdlim7",0.00687729457617894,0.0690173573341186,0.2,0.166,1,"Control","Pdlim7"
"Maged2",0.00688261790772096,0.0664736883774696,0.152,0.118,1,"Control","Maged2"
"Sp100",0.00688650608473734,0.0607600148178346,0.259,0.214,1,"Control","Sp100"
"Aph1a",0.0070238648713933,0.0520545840916655,0.316,0.267,1,"Control","Aph1a"
"Ppwd1",0.00705247572322925,0.0718301332843836,0.241,0.204,1,"Control","Ppwd1"
"Irf2bpl",0.00706406686886581,0.0710475822066816,0.193,0.155,1,"Control","Irf2bpl"
"Trpc4ap",0.00714166034228334,0.0515012029358749,0.342,0.288,1,"Control","Trpc4ap"
"Ubap2l",0.00715170273160179,0.0782357026633491,0.659,0.625,1,"Control","Ubap2l"
"Samd4b",0.0071534458460827,0.0654701285028305,0.166,0.135,1,"Control","Samd4b"
"Slc39a7",0.00716002504202287,0.0609697050268604,0.233,0.192,1,"Control","Slc39a7"
"Rap2a",0.00717991559576869,0.0549706289767023,0.164,0.123,1,"Control","Rap2a"
"Trafd1",0.00718264248792448,0.0522567536195948,0.187,0.145,1,"Control","Trafd1"
"Copa",0.00718955203104174,0.0507449390296468,0.385,0.327,1,"Control","Copa"
"Bahcc1",0.00721965695144357,0.0588221451202672,0.218,0.175,1,"Control","Bahcc1"
"Ppp1r12c",0.00723370407154336,0.0562671035271434,0.175,0.133,1,"Control","Ppp1r12c"
"Itm2c",0.00728957618835232,0.0590787436808129,0.307,0.253,1,"Control","Itm2c"
"Msl2",0.00734129247338293,0.0714797892889817,0.231,0.19,1,"Control","Msl2"
"Ripk1",0.00737581870446668,0.053096556906757,0.215,0.174,1,"Control","Ripk1"
"Glmp",0.00744386258908652,0.0585039576948316,0.325,0.275,1,"Control","Glmp"
"Ptms",0.00745638849606342,0.0702440823234816,0.511,0.46,1,"Control","Ptms"
"Cfap97",0.00747742317726788,0.0585505688621849,0.322,0.268,1,"Control","Cfap97"
"Trim27",0.00749930288714046,0.0595490420159261,0.498,0.444,1,"Control","Trim27"
"Cd2bp2",0.00750207650228371,0.0544042650544884,0.217,0.176,1,"Control","Cd2bp2"
"Nono",0.00754560343619406,0.0581000359390758,0.751,0.714,1,"Control","Nono"
"Gsdmd",0.00759389516813908,0.0617384236505443,0.175,0.139,1,"Control","Gsdmd"
"Abhd16a",0.0076149927261889,0.0601931894472786,0.364,0.312,1,"Control","Abhd16a"
"Atat1",0.00764822565063793,0.0522026068203898,0.212,0.167,1,"Control","Atat1"
"Cep97",0.00772226100219353,0.0605800681689798,0.195,0.156,1,"Control","Cep97"
"Usf2",0.0077534673614776,0.0522757125805399,0.45,0.398,1,"Control","Usf2"
"Atp6v1h",0.00777420443689459,0.0639300772120351,0.275,0.229,1,"Control","Atp6v1h"
"Txndc15",0.00778854270898267,0.0687125853800634,0.328,0.286,1,"Control","Txndc15"
"Smarca4",0.00779302366493369,0.0703644768633117,0.385,0.341,1,"Control","Smarca4"
"Actr8",0.00780498419438536,0.053070749487551,0.129,0.099,1,"Control","Actr8"
"Il16",0.00781410780070751,0.0586204219307394,0.243,0.199,1,"Control","Il16"
"Macf1",0.00782706091523382,0.0726463299613723,0.332,0.286,1,"Control","Macf1"
"Aggf1",0.00784170617901581,0.0550120245323312,0.356,0.304,1,"Control","Aggf1"
"Ctla2b",0.00784650016377039,0.078157658616838,0.636,0.586,1,"Control","Ctla2b"
"Hoxb4",0.00788203340376749,0.0522314164397396,0.154,0.112,1,"Control","Hoxb4"
"Herc2",0.0078959763633637,0.0686258785781959,0.216,0.181,1,"Control","Herc2"
"Api5",0.00798938050103574,0.0653079082192095,0.396,0.349,1,"Control","Api5"
"Usp3",0.00802343111510068,0.0556330002033462,0.233,0.187,1,"Control","Usp3"
"Nucb1",0.00802456726717123,0.0602329424141916,0.483,0.434,1,"Control","Nucb1"
"Elk3",0.0080636902140382,0.0589653905997647,0.518,0.458,1,"Control","Elk3"
"Rab1a",0.00806711181319976,0.0563011684008394,0.456,0.4,1,"Control","Rab1a"
"Fbxl18",0.00815487021457448,0.0533394031008208,0.173,0.135,1,"Control","Fbxl18"
"Rnaset2a",0.00816697171283218,0.0642628467903135,0.627,0.581,1,"Control","Rnaset2a"
"Npepps",0.00816725917386446,0.0541349039919493,0.272,0.223,1,"Control","Npepps"
"Rab5c",0.0081789678582273,0.0604372232538044,0.56,0.513,1,"Control","Rab5c"
"Gabarapl2",0.00820849599175119,0.0587286715965545,0.686,0.639,1,"Control","Gabarapl2"
"Tpst1",0.00822177558987866,0.0545054400066183,0.123,0.095,1,"Control","Tpst1"
"Tpr",0.0082544983503836,0.0633775455226835,0.77,0.737,1,"Control","Tpr"
"Plcg2",0.00831741421877305,0.0618558786651909,0.41,0.359,1,"Control","Plcg2"
"Map3k11",0.00834557253322479,0.0502984657448705,0.177,0.137,1,"Control","Map3k11"
"Agfg2",0.00836307916865541,0.0517424392515801,0.168,0.126,1,"Control","Agfg2"
"Ppp1r37",0.00837017972875729,0.0533358955970072,0.119,0.089,1,"Control","Ppp1r37"
"Ssrp1",0.0083875310983917,0.0734286030385969,0.698,0.667,1,"Control","Ssrp1"
"Cngb1",0.00844323709555762,0.0561518994606377,0.16,0.124,1,"Control","Cngb1"
"Wbp1l",0.00847409538739621,0.0567235700403292,0.497,0.442,1,"Control","Wbp1l"
"Cdkn1c",0.00848524345001805,0.0678820985338592,0.186,0.15,1,"Control","Cdkn1c"
"Dusp11",0.00848634657931258,0.0580909950646161,0.395,0.343,1,"Control","Dusp11"
"Slain1",0.00854346617803677,0.061168745766532,0.233,0.192,1,"Control","Slain1"
"P3h3",0.0085666446346866,0.0771276468931234,0.138,0.109,1,"Control","P3h3"
"Fes",0.00857633342999703,0.0536485449141214,0.175,0.137,1,"Control","Fes"
"Znrd1",0.00859130242924397,0.0549231395620324,0.497,0.443,1,"Control","Znrd1"
"Spsb3",0.00859886889952836,0.0530305556529596,0.204,0.16,1,"Control","Spsb3"
"Synrg",0.00864141097424047,0.0636683592442623,0.316,0.271,1,"Control","Synrg"
"Pgm2l1",0.00866705829899792,0.0534007859597534,0.166,0.132,1,"Control","Pgm2l1"
"Zbtb22",0.00869355220163058,0.051444796080575,0.106,0.08,1,"Control","Zbtb22"
"Rnf114",0.00869824063168518,0.0508959835185607,0.333,0.281,1,"Control","Rnf114"
"Nab1",0.00878779239599165,0.0675648750302698,0.324,0.279,1,"Control","Nab1"
"Prkd3",0.00882227184226554,0.053126942524742,0.173,0.132,1,"Control","Prkd3"
"Rhoh",0.00883319817917599,0.0766104370362165,0.499,0.46,1,"Control","Rhoh"
"Sh3bgrl",0.00884248001582472,0.0512577243338778,0.564,0.511,1,"Control","Sh3bgrl"
"Snn",0.0089216456307402,0.0630406192124573,0.191,0.153,1,"Control","Snn"
"Ptgr2",0.00893253302459083,0.0549802037915582,0.232,0.186,1,"Control","Ptgr2"
"Ap2a1",0.00896676731751084,0.0583362388913164,0.203,0.169,1,"Control","Ap2a1"
"Dusp28",0.00901780413937635,0.0534297442565855,0.187,0.144,1,"Control","Dusp28"
"Nfix",0.00902122357292224,0.0874492702266607,0.425,0.38,1,"Control","Nfix"
"Eif2d",0.00909716660094805,0.0629576148818431,0.282,0.241,1,"Control","Eif2d"
"Mfsd11",0.00910063453715543,0.0550157841073577,0.118,0.089,1,"Control","Mfsd11"
"Ptprc",0.00913090893074662,0.0556137962366913,0.423,0.366,1,"Control","Ptprc"
"Gfpt1",0.00913349343805601,0.0596443879328814,0.165,0.129,1,"Control","Gfpt1"
"Rela",0.00913713112418985,0.0596463336614246,0.283,0.238,1,"Control","Rela"
"Pde4b",0.00913964450416218,0.056815791181148,0.173,0.132,1,"Control","Pde4b"
"Rdh11",0.00925391444783094,0.0507650869621858,0.146,0.113,1,"Control","Rdh11"
"Kctd10",0.00930233989219409,0.0525323457120298,0.284,0.236,1,"Control","Kctd10"
"U2af2",0.00931186367142958,0.0680801599417731,0.477,0.438,1,"Control","U2af2"
"Dhrs4",0.00933284388024768,0.0503487993157355,0.36,0.304,1,"Control","Dhrs4"
"Thra",0.00934985950781896,0.0705921811400558,0.304,0.263,1,"Control","Thra"
"Raver1",0.00945518573414451,0.0591233512878223,0.331,0.289,1,"Control","Raver1"
"Tbrg4",0.00952879364038932,0.0587349022138559,0.151,0.121,1,"Control","Tbrg4"
"Lrpap1",0.00961204375275431,0.0640979828816548,0.367,0.318,1,"Control","Lrpap1"
"Ddx42",0.00965571130950848,0.0648639404384532,0.34,0.294,1,"Control","Ddx42"
"Icam1",0.00968432152815864,0.0618475460327589,0.142,0.112,1,"Control","Icam1"
"Mark3",0.00976384220506612,0.0671152311500575,0.18,0.149,1,"Control","Mark3"
"Ogfr",0.00976911199068951,0.0554443891209178,0.312,0.266,1,"Control","Ogfr"
"Myo1g",0.00977523238477455,0.0508877403979772,0.212,0.17,1,"Control","Myo1g"
"Foxp4",0.00985772663158311,0.0523991685849019,0.143,0.11,1,"Control","Foxp4"
"Stat4",0.00990955627775249,0.0504418263615047,0.114,0.084,1,"Control","Stat4"
"Ccz1",0.00992052543506385,0.0558037149911218,0.462,0.409,1,"Control","Ccz1"
"Slfn8",0.0099315455578991,0.0514009316809749,0.106,0.079,1,"Control","Slfn8"
"Fxr2",0.00996427508507178,0.0628197634384132,0.16,0.13,1,"Control","Fxr2"
"Gon4l",0.00996938908471877,0.0529877904590222,0.305,0.259,1,"Control","Gon4l"
"Rnh1",0.00997195601240098,0.0626972089843509,0.474,0.427,1,"Control","Rnh1"
"Fnta",0.0100539257867623,0.0525580413750865,0.509,0.455,1,"Control","Fnta"
"Slc25a39",0.0100545508956193,0.0567721667379547,0.351,0.308,1,"Control","Slc25a39"
"Nol11",0.0100549794675503,0.0673983967923443,0.202,0.169,1,"Control","Nol11"
"Rc3h2",0.0100775580472038,0.0652295340954114,0.242,0.199,1,"Control","Rc3h2"
"Jade1",0.0101438648660826,0.0545790640781355,0.209,0.168,1,"Control","Jade1"
"Ergic3",0.0101618873431233,0.0528331307385007,0.557,0.507,1,"Control","Ergic3"
"Emc3",0.0101924858260188,0.0565423251400956,0.361,0.31,1,"Control","Emc3"
"Slco3a1",0.0102620251067165,0.0776840097971727,0.311,0.27,1,"Control","Slco3a1"
"Map2k7",0.0103751169048139,0.0501409374789006,0.18,0.143,1,"Control","Map2k7"
"Suz12",0.010376486413916,0.0694816905797244,0.379,0.331,1,"Control","Suz12"
"Tmem259",0.0104529526148389,0.0530033678602747,0.144,0.113,1,"Control","Tmem259"
"Vamp2",0.0104606891850141,0.0516888779474266,0.186,0.145,1,"Control","Vamp2"
"Nol4l",0.0104832112041808,0.0612024120513646,0.133,0.103,1,"Control","Nol4l"
"Eprs",0.0104851261004324,0.066696368325568,0.498,0.452,1,"Control","Eprs"
"M6pr",0.0105678328640295,0.0571850477658211,0.606,0.558,1,"Control","M6pr"
"Cops3",0.0105788879387616,0.0541650927993045,0.394,0.346,1,"Control","Cops3"
"Eed",0.0105971386772137,0.0669517085391174,0.4,0.357,1,"Control","Eed"
"Fbxo21",0.0106067574961221,0.0509756066496267,0.14,0.106,1,"Control","Fbxo21"
"Jkamp",0.0106161628395177,0.0540682024689557,0.211,0.173,1,"Control","Jkamp"
"Nmrk1",0.0106652517802755,0.0568220161661331,0.124,0.095,1,"Control","Nmrk1"
"Ehbp1l1",0.0107247110069487,0.0571641989580698,0.23,0.188,1,"Control","Ehbp1l1"
"Setd2",0.0107278554707535,0.0651237909188194,0.305,0.262,1,"Control","Setd2"
"Ifngr1",0.0107796603727649,0.0605323745024151,0.316,0.265,1,"Control","Ifngr1"
"Preb",0.0108890663338043,0.0622070052513772,0.261,0.223,1,"Control","Preb"
"Suco",0.0109552136593328,0.0501489909970205,0.12,0.088,1,"Control","Suco"
"Agtrap",0.0110057978885022,0.0803718861313722,0.256,0.223,1,"Control","Agtrap"
"Snx2",0.0110979837027148,0.0618879937046602,0.355,0.314,1,"Control","Snx2"
"Osbpl1a",0.0111566760410853,0.0573726961088247,0.418,0.363,1,"Control","Osbpl1a"
"Plp2",0.0111860478470257,0.0564241440760667,0.644,0.589,1,"Control","Plp2"
"Wdr70",0.0112240842193178,0.0552275583720568,0.171,0.134,1,"Control","Wdr70"
"Abhd17a",0.0112771876930015,0.0528259474039066,0.466,0.41,1,"Control","Abhd17a"
"Cd93",0.0112905245950473,0.0554127911817703,0.342,0.29,1,"Control","Cd93"
"Mcfd2",0.011311538226676,0.0605752412005336,0.313,0.262,1,"Control","Mcfd2"
"Xbp1",0.0113994841374091,0.0669821079723243,0.447,0.398,1,"Control","Xbp1"
