"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gak",0.000831977187690219,0.0613328295210356,0.171,0.122,1,"Control","Gak"
"Atp13a1",0.000838349059769406,0.0616864704665234,0.151,0.109,1,"Control","Atp13a1"
"Arfgap2",0.000854606335334454,0.0849915760738605,0.353,0.295,1,"Control","Arfgap2"
"Sbds",0.000858777864621491,0.0627573983380174,0.482,0.408,1,"Control","Sbds"
"Ptpn6",0.000861266294532299,0.0851741203908813,0.52,0.461,1,"Control","Ptpn6"
"Adipor2",0.000867234952668879,0.0999541774989371,0.439,0.386,1,"Control","Adipor2"
"Tmem59",0.000880003662810978,0.0674458013878874,0.773,0.719,1,"Control","Tmem59"
"Kdm2a",0.000884933374783186,0.0870682158258181,0.312,0.254,1,"Control","Kdm2a"
"Wnk1",0.0008870303523851,0.0826787291858171,0.544,0.482,1,"Control","Wnk1"
"Taf6",0.000889747438960425,0.101168330394681,0.324,0.278,1,"Control","Taf6"
"Syap1",0.000893784714067914,0.0608578488638235,0.141,0.1,1,"Control","Syap1"
"Actg1",0.000898718214567552,0.0565653760956502,0.971,0.955,1,"Control","Actg1"
"Mafg",0.000899734579486851,0.10901328494886,0.54,0.483,1,"Control","Mafg"
"Ap3d1",0.000901412868598156,0.0763682256284595,0.152,0.113,1,"Control","Ap3d1"
"Dgkz",0.000925508832412343,0.0848650121391846,0.275,0.224,1,"Control","Dgkz"
"Pacs2",0.000925764037814379,0.0790471875410647,0.253,0.202,1,"Control","Pacs2"
"Stat5a",0.000933922188216985,0.0915522153932432,0.366,0.309,1,"Control","Stat5a"
"Gosr2",0.000935438425200724,0.07604761973258,0.246,0.192,1,"Control","Gosr2"
"Psd4",0.000939865987885667,0.0714199086123737,0.205,0.156,1,"Control","Psd4"
"Grsf1",0.000939937959657237,0.0816501084265607,0.252,0.204,1,"Control","Grsf1"
"Esam",0.000957353681359294,0.0767745089856644,0.292,0.232,1,"Control","Esam"
"Cited2",0.000957936002003299,0.0709851268580191,0.532,0.467,1,"Control","Cited2"
"Map4k2",0.000966919028586608,0.0852912614886197,0.209,0.161,1,"Control","Map4k2"
"Mir142hg",0.000968241482343611,0.0855951201602505,0.356,0.295,1,"Control","Mir142hg"
"Mapk14",0.000982396761095728,0.0834918252319291,0.363,0.302,1,"Control","Mapk14"
"Ss18",0.000990632391450341,0.0759903218707016,0.386,0.331,1,"Control","Ss18"
"Txnrd1",0.00101467268704369,0.0884927050089668,0.494,0.438,1,"Control","Txnrd1"
"Nab2",0.00101674508652272,0.0730021083527787,0.12,0.086,1,"Control","Nab2"
"Rnf44",0.00101950635930085,0.0797587725176552,0.25,0.2,1,"Control","Rnf44"
"Pithd1",0.00102007850864115,0.0654111659851874,0.248,0.19,1,"Control","Pithd1"
"Yipf2",0.00102141936983376,0.0671719739901853,0.116,0.082,1,"Control","Yipf2"
"Lrp6",0.00102155238933675,0.0759812604998202,0.218,0.168,1,"Control","Lrp6"
"Hook3",0.00103146384777467,0.0794680071719421,0.24,0.192,1,"Control","Hook3"
"Yars",0.00103268287324389,0.0575863853977517,0.16,0.113,1,"Control","Yars"
"Rassf5",0.00105336006328466,0.0912793264869101,0.312,0.262,1,"Control","Rassf5"
"Zmynd11",0.00105585332637403,0.0721242668434259,0.415,0.351,1,"Control","Zmynd11"
"Cds2",0.00106373809895753,0.081795020297817,0.265,0.212,1,"Control","Cds2"
"Smarcc2",0.00106529395322995,0.0782558885283293,0.278,0.224,1,"Control","Smarcc2"
"Mepce",0.00106818506132398,0.0651091715510058,0.173,0.13,1,"Control","Mepce"
"Orai1",0.00109907599852032,0.0769094508227105,0.363,0.294,1,"Control","Orai1"
"Ndrg1",0.00110449277978079,0.083025783724706,0.28,0.224,1,"Control","Ndrg1"
"Marc2",0.00112258861874764,0.0830749081753155,0.465,0.405,1,"Control","Marc2"
"Il17ra",0.00112308226444044,0.0900133012340522,0.542,0.486,1,"Control","Il17ra"
"Ccni",0.00113168932641421,0.0745997155811033,0.541,0.477,1,"Control","Ccni"
"Cct5",0.00113381068557887,0.0591821728315112,0.785,0.739,1,"Control","Cct5"
"Tprgl",0.00114798464429954,0.0701676912259002,0.589,0.527,1,"Control","Tprgl"
"Igf2bp3",0.00115271140642536,0.0677743374617205,0.212,0.158,1,"Control","Igf2bp3"
"Frg1",0.00116417025189604,0.0849918840124754,0.562,0.503,1,"Control","Frg1"
"Mysm1",0.00119786656142351,0.0704072705840202,0.278,0.219,1,"Control","Mysm1"
"Katnb1",0.00119796467972821,0.0539720255446915,0.131,0.093,1,"Control","Katnb1"
"Ubqln2",0.00122167724691574,0.0654684153637511,0.256,0.198,1,"Control","Ubqln2"
"Itpripl2",0.00122546334092856,0.0747864622988404,0.137,0.099,1,"Control","Itpripl2"
"Gtf2ird1",0.00122547034344711,0.0737731601146867,0.183,0.135,1,"Control","Gtf2ird1"
"Cat",0.00122725541427444,0.0924964004565845,0.402,0.347,1,"Control","Cat"
"Mapkapk3",0.0012576583352576,0.0941632120363706,0.369,0.32,1,"Control","Mapkapk3"
"Strn",0.00126296252121576,0.0733695451529125,0.181,0.14,1,"Control","Strn"
"Rbm38",0.00126667208255961,0.0880533258876404,0.423,0.366,1,"Control","Rbm38"
"Ilk",0.00127080439505199,0.0542433829697676,0.435,0.36,1,"Control","Ilk"
"Nacc1",0.00127148155702084,0.0765796047036276,0.247,0.199,1,"Control","Nacc1"
"Drap1",0.00127745710349834,0.0788359330738675,0.633,0.578,1,"Control","Drap1"
"Tnik",0.0012972602603541,0.0658345621302072,0.151,0.111,1,"Control","Tnik"
"Dazap2",0.00130079981799479,0.0776592802169549,0.7,0.642,1,"Control","Dazap2"
"Stxbp2",0.0013120463746985,0.0631001888790108,0.352,0.287,1,"Control","Stxbp2"
"Ganab",0.00132070022655494,0.0716590358040696,0.31,0.252,1,"Control","Ganab"
"Gbp7",0.00132349275944602,0.0782483694371071,0.278,0.225,1,"Control","Gbp7"
"Ppp2r1a",0.00133963172038182,0.0825002224651776,0.368,0.32,1,"Control","Ppp2r1a"
"Sertad2",0.00136082249227092,0.0786152103996919,0.285,0.228,1,"Control","Sertad2"
"Rnaset2b",0.00136398994426204,0.0829148192651722,0.575,0.523,1,"Control","Rnaset2b"
"Traf3ip3",0.0013679267494894,0.0792980127227623,0.288,0.233,1,"Control","Traf3ip3"
"Hs2st1",0.00137688577658426,0.0708004139957499,0.153,0.116,1,"Control","Hs2st1"
"Ltb",0.00138455974323323,0.126418505260964,0.256,0.203,1,"Control","Ltb"
"Pafah1b1",0.00138559981832241,0.0691044624049888,0.63,0.563,1,"Control","Pafah1b1"
"Dnttip2",0.00138662033967006,0.0598471164517659,0.376,0.31,1,"Control","Dnttip2"
"Wiz",0.00140250156822551,0.060470339608706,0.124,0.085,1,"Control","Wiz"
"Srp72",0.00140560312431258,0.0883442856657293,0.458,0.403,1,"Control","Srp72"
"Gramd1a",0.00141772811140196,0.0698154586008111,0.305,0.241,1,"Control","Gramd1a"
"Phf10",0.00141777840126254,0.0755765564802617,0.262,0.213,1,"Control","Phf10"
"Psmd5",0.00142612857927349,0.0634540716326207,0.343,0.279,1,"Control","Psmd5"
"Ipo11",0.0014294312441533,0.0919626885392677,0.386,0.33,1,"Control","Ipo11"
"Parvg",0.00144606562594569,0.0883009060932257,0.412,0.359,1,"Control","Parvg"
"Tfr2",0.00146282324972189,0.0724795468909865,0.205,0.16,1,"Control","Tfr2"
"Abcd1",0.00146594151203106,0.07023452095985,0.115,0.085,1,"Control","Abcd1"
"Cst3",0.00147021844871343,0.0547690680604431,0.863,0.826,1,"Control","Cst3"
"Cd164",0.00147132237442445,0.0867591758725664,0.337,0.284,1,"Control","Cd164"
"Nelfcd",0.00147661541102754,0.0679003115186905,0.172,0.131,1,"Control","Nelfcd"
"Pias3",0.00147992759180313,0.0536009395189534,0.114,0.076,1,"Control","Pias3"
"Arid4b",0.00149944372611928,0.0867490059776995,0.377,0.319,1,"Control","Arid4b"
"Xpc",0.00151436642903038,0.0625556588532541,0.259,0.204,1,"Control","Xpc"
"Map7d1",0.00152233596816282,0.0653449368116704,0.171,0.13,1,"Control","Map7d1"
"Wsb2",0.00152524521883746,0.0814530257163922,0.233,0.184,1,"Control","Wsb2"
"Itga6",0.00152650775415423,0.0837267627709382,0.435,0.378,1,"Control","Itga6"
"Zfr",0.00152940762171013,0.0828903623292007,0.443,0.383,1,"Control","Zfr"
"Vars",0.00153603919450357,0.0821609132499991,0.44,0.386,1,"Control","Vars"
"Mgea5",0.00159631972131826,0.0856447481591451,0.236,0.194,1,"Control","Mgea5"
"Slain2",0.00159876325792891,0.0758195246203332,0.205,0.161,1,"Control","Slain2"
"Map1s",0.00160092479038335,0.0650424614363674,0.143,0.105,1,"Control","Map1s"
"Slu7",0.00161116902888844,0.0887292023548556,0.274,0.231,1,"Control","Slu7"
"Wdtc1",0.00161238736505088,0.0615946706826777,0.158,0.118,1,"Control","Wdtc1"
"Mta2",0.00162565681106757,0.0655011889328017,0.41,0.344,1,"Control","Mta2"
"Slc2a3",0.00162593795060221,0.0689180282168042,0.214,0.165,1,"Control","Slc2a3"
"Il10rb",0.0016580472870438,0.081379881216209,0.248,0.196,1,"Control","Il10rb"
"Zfp574",0.0016671795722011,0.0645624206228168,0.116,0.082,1,"Control","Zfp574"
"Fkrp",0.00166945155777174,0.0586118974623098,0.156,0.112,1,"Control","Fkrp"
"Eif3b",0.00168009819023051,0.072400314474247,0.526,0.46,1,"Control","Eif3b"
"Slc38a10",0.0017033488453493,0.0624890109197752,0.275,0.214,1,"Control","Slc38a10"
"Pcgf2",0.0017169618681298,0.0789575945122133,0.184,0.143,1,"Control","Pcgf2"
"Rcan3",0.00172579896002967,0.0591703818732918,0.101,0.069,1,"Control","Rcan3"
"March2",0.00172606868993598,0.0717612929204081,0.415,0.355,1,"Control","March2"
"Tbk1",0.00172873956981812,0.068257223140384,0.177,0.135,1,"Control","Tbk1"
"N4bp2l1",0.0017397386842886,0.0669522555892693,0.145,0.102,1,"Control","N4bp2l1"
"Appl1",0.00174578048435145,0.0732034323295642,0.23,0.182,1,"Control","Appl1"
"Lamp1",0.00174700947634369,0.0716073886169448,0.704,0.651,1,"Control","Lamp1"
"Crebrf",0.00175706729962139,0.0782329821204844,0.197,0.151,1,"Control","Crebrf"
"Kansl3",0.0017623103658695,0.0670824695379759,0.267,0.218,1,"Control","Kansl3"
"Rbbp7",0.00177963320441973,0.0618648870629526,0.673,0.622,1,"Control","Rbbp7"
"Ythdc1",0.0017884463064608,0.0829529199436541,0.528,0.474,1,"Control","Ythdc1"
"Cyb5r3",0.00179058661768961,0.0702519605014842,0.371,0.314,1,"Control","Cyb5r3"
"Csk",0.00180578495138719,0.0793613779028381,0.604,0.551,1,"Control","Csk"
"Slc43a2",0.00183412477043211,0.0645850979010538,0.153,0.111,1,"Control","Slc43a2"
"Mdm2",0.00183770173393256,0.0810760844634545,0.276,0.226,1,"Control","Mdm2"
"Cstf2t",0.00184501984767458,0.0729519714468691,0.178,0.137,1,"Control","Cstf2t"
"Tceb3",0.0018459445865644,0.0850822760074756,0.295,0.252,1,"Control","Tceb3"
"Keap1",0.00185033932293484,0.0680078761408009,0.376,0.315,1,"Control","Keap1"
"Vps4b",0.00185836437199839,0.0599512628643299,0.441,0.371,1,"Control","Vps4b"
"Ak2",0.00188855177750655,0.0959244931846646,0.713,0.68,1,"Control","Ak2"
"Urod",0.0019072429534604,0.0720325978529598,0.24,0.194,1,"Control","Urod"
"Ep300",0.00190905618159327,0.0716393893031631,0.196,0.15,1,"Control","Ep300"
"Cdkn2aipnl",0.00191060977106534,0.0639815386002537,0.335,0.279,1,"Control","Cdkn2aipnl"
"Kansl2",0.00191863280311727,0.0714900522958636,0.375,0.322,1,"Control","Kansl2"
"Ormdl3",0.00193290153083736,0.073657078049849,0.35,0.296,1,"Control","Ormdl3"
"Chd9",0.001939102077446,0.0807035880245609,0.303,0.248,1,"Control","Chd9"
"Art4",0.00194471377716754,0.105915408512653,0.252,0.211,1,"Control","Art4"
"Atxn7l3b",0.00199617087343773,0.0891824086440991,0.753,0.72,1,"Control","Atxn7l3b"
"Crlf3",0.00201182992125522,0.0763984670397402,0.634,0.581,1,"Control","Crlf3"
"Stradb",0.00201339707799625,0.0653248014400262,0.158,0.118,1,"Control","Stradb"
"Nr2c2",0.00201391116123019,0.0755005115758864,0.244,0.197,1,"Control","Nr2c2"
"Cd84",0.00202924631313003,0.0778182694187243,0.279,0.229,1,"Control","Cd84"
"Adgrl1",0.0020364083073226,0.0619366328940949,0.126,0.093,1,"Control","Adgrl1"
"Mfsd5",0.00205964341398299,0.0639587032274877,0.182,0.135,1,"Control","Mfsd5"
"Mettl13",0.00209138183613836,0.0603085545944888,0.126,0.089,1,"Control","Mettl13"
"Zmiz2",0.00209189223110408,0.0685463586253848,0.286,0.231,1,"Control","Zmiz2"
"Psmd2",0.0021113094947645,0.0880683590918816,0.447,0.398,1,"Control","Psmd2"
"Rab8b",0.0021163189648392,0.0829987231008259,0.5,0.445,1,"Control","Rab8b"
"Slc25a51",0.00211806158205953,0.0820200565083334,0.445,0.395,1,"Control","Slc25a51"
"Abhd4",0.00213931561067833,0.07688596183316,0.207,0.168,1,"Control","Abhd4"
"Nbeal2",0.00216470450583598,0.0659425053947795,0.159,0.118,1,"Control","Nbeal2"
"Cox6a1",0.00216653828215781,0.0549823823068623,0.903,0.873,1,"Control","Cox6a1"
"Vcpip1",0.00221628780498721,0.0736707748415622,0.182,0.14,1,"Control","Vcpip1"
"Nup214",0.00222996165870785,0.0647042779374152,0.172,0.134,1,"Control","Nup214"
"Cggbp1",0.00223034400043166,0.0742443046209607,0.651,0.611,1,"Control","Cggbp1"
"Tnrc6a",0.00223145890178224,0.0776620013876734,0.451,0.397,1,"Control","Tnrc6a"
"Ddb1",0.00225288692606358,0.0658405976221125,0.399,0.341,1,"Control","Ddb1"
"Tmx1",0.00226077965700894,0.0678127010589119,0.406,0.348,1,"Control","Tmx1"
"Srp68",0.00227028809948275,0.0667722901046981,0.343,0.281,1,"Control","Srp68"
"Hipk1",0.0022803201671509,0.0829479542442292,0.333,0.283,1,"Control","Hipk1"
"Sars",0.00228058006538392,0.0731414773771892,0.385,0.327,1,"Control","Sars"
"Zfp36l2",0.00228347154090536,0.0742518241546617,0.971,0.965,1,"Control","Zfp36l2"
"Rab5b",0.00228777536686299,0.0653212431495143,0.183,0.138,1,"Control","Rab5b"
"Gata3",0.00230337432069217,0.0766974718480538,0.12,0.09,1,"Control","Gata3"
"Cep19",0.00232690470598095,0.0756641779492444,0.203,0.16,1,"Control","Cep19"
"Stk40",0.00232768463665886,0.0705488162750267,0.151,0.115,1,"Control","Stk40"
"Zadh2",0.0023309984121292,0.056763569475682,0.154,0.113,1,"Control","Zadh2"
"Lrrc41",0.00233318835171454,0.0724490792379758,0.159,0.124,1,"Control","Lrrc41"
"Vamp3",0.0023354821486656,0.0762901214374011,0.371,0.315,1,"Control","Vamp3"
"Lsm10",0.00236148316928249,0.0804623595437497,0.36,0.307,1,"Control","Lsm10"
"Cdk5rap3",0.00240748144126155,0.0761313580789317,0.234,0.191,1,"Control","Cdk5rap3"
"Gstm1",0.00242885463987449,0.0840968410414066,0.419,0.364,1,"Control","Gstm1"
"Vcp",0.00243101001990762,0.0585712428170522,0.686,0.631,1,"Control","Vcp"
"Rilpl2",0.00243124618851015,0.0701104228927207,0.257,0.204,1,"Control","Rilpl2"
"Gan",0.00243695589944619,0.0637149698487325,0.148,0.109,1,"Control","Gan"
"Pdcd7",0.00244551153151801,0.0690145896459992,0.275,0.222,1,"Control","Pdcd7"
"Sgms1",0.00244586563143529,0.0786158493231963,0.465,0.409,1,"Control","Sgms1"
"Cmtm6",0.00246128506670037,0.0719295117839693,0.233,0.188,1,"Control","Cmtm6"
"Man1b1",0.00246699478513085,0.061992663388783,0.208,0.164,1,"Control","Man1b1"
"Tmem91",0.00247195569899116,0.0581106156638929,0.106,0.071,1,"Control","Tmem91"
"Apoe",0.00249871994439859,0.075027517670173,0.328,0.273,1,"Control","Apoe"
"Mybbp1a",0.00251256661576452,0.0764951069585048,0.413,0.358,1,"Control","Mybbp1a"
"Adrbk1",0.00252333967841952,0.0603262509562859,0.428,0.365,1,"Control","Adrbk1"
"Flcn",0.00253295205785825,0.0529378378980642,0.186,0.137,1,"Control","Flcn"
"Snap29",0.00253785582945939,0.068962964773314,0.138,0.106,1,"Control","Snap29"
"Mfng",0.00254534576310101,0.0713002686574802,0.554,0.494,1,"Control","Mfng"
"Ppp1r10",0.00256309400734804,0.082411290509065,0.245,0.2,1,"Control","Ppp1r10"
"B3gat3",0.00256343333108692,0.063344498461379,0.205,0.155,1,"Control","B3gat3"
"Rhog",0.00256891520913165,0.0711132234228248,0.38,0.328,1,"Control","Rhog"
"Brd3",0.00257299294714814,0.0890681932772585,0.537,0.489,1,"Control","Brd3"
"Vav1",0.00258878605893673,0.0570859496293593,0.357,0.296,1,"Control","Vav1"
"Nsmf",0.00259883133888758,0.0627827764025985,0.139,0.103,1,"Control","Nsmf"
"Trmt1",0.0026070647338735,0.069198642354575,0.397,0.341,1,"Control","Trmt1"
"Dhx36",0.00260917605129084,0.0667930600975823,0.302,0.249,1,"Control","Dhx36"
"P2rx1",0.00269660534408391,0.0649281767383812,0.121,0.091,1,"Control","P2rx1"
"Zdhhc5",0.00272376995213609,0.0573157811891286,0.114,0.081,1,"Control","Zdhhc5"
"Armc10",0.00272417115607236,0.0752427741508017,0.303,0.25,1,"Control","Armc10"
"Ccdc71l",0.00272695529212392,0.0617868377644984,0.174,0.129,1,"Control","Ccdc71l"
"Dync1h1",0.00275885680529045,0.0791533922291409,0.261,0.213,1,"Control","Dync1h1"
"Rrbp1",0.00277644585689588,0.0559603817382764,0.57,0.513,1,"Control","Rrbp1"
"Vps35",0.0027776234359976,0.0646820092886373,0.426,0.365,1,"Control","Vps35"
"Tbc1d10b",0.00277941688782354,0.0677874132466206,0.211,0.169,1,"Control","Tbc1d10b"
"Gclc",0.00279032082662057,0.0665899021920036,0.218,0.171,1,"Control","Gclc"
"Dbnl",0.0028036031970853,0.0744166907341108,0.466,0.409,1,"Control","Dbnl"
"Eif5",0.0028232685970388,0.0629427365067807,0.751,0.707,1,"Control","Eif5"
"Ampd2",0.00283881115790673,0.0840605009348741,0.265,0.221,1,"Control","Ampd2"
"Taok3",0.00284258864746743,0.0781400082418522,0.484,0.428,1,"Control","Taok3"
"Blcap",0.00285859471772946,0.0810028064863425,0.211,0.17,1,"Control","Blcap"
"Got2",0.00286485882317209,0.0762989791025565,0.372,0.32,1,"Control","Got2"
"Pstpip1",0.00286634097217053,0.0591917189918834,0.3,0.244,1,"Control","Pstpip1"
"Uba1",0.00288786692499958,0.0708388280995016,0.45,0.396,1,"Control","Uba1"
"Zfp385a",0.00289020658566476,0.0840032949913745,0.252,0.215,1,"Control","Zfp385a"
"Hspa8",0.00289691562242488,0.0747938050186034,0.971,0.978,1,"Control","Hspa8"
"Kcmf1",0.00290836566781516,0.07506297730764,0.253,0.205,1,"Control","Kcmf1"
"Fam50a",0.00291736404254423,0.0526157279970058,0.28,0.222,1,"Control","Fam50a"
"Sf3b4",0.00292002802337723,0.0613483371408743,0.525,0.466,1,"Control","Sf3b4"
"Man2b1",0.00293507044270679,0.0592308939272731,0.257,0.203,1,"Control","Man2b1"
"Akt2",0.00293799268367449,0.0648399336946786,0.253,0.204,1,"Control","Akt2"
"Dapp1",0.00295106463363632,0.0770682328155492,0.708,0.665,1,"Control","Dapp1"
"Sec63",0.00295546756513293,0.0706702798890784,0.192,0.155,1,"Control","Sec63"
"Bclaf1",0.00296088617284099,0.0699684733762505,0.65,0.594,1,"Control","Bclaf1"
"Atxn7l3",0.00298136840252082,0.0624349067342717,0.135,0.103,1,"Control","Atxn7l3"
"Ctdnep1",0.00298594763004588,0.058864947372915,0.316,0.265,1,"Control","Ctdnep1"
"Daxx",0.0029883648149811,0.051638016621294,0.189,0.139,1,"Control","Daxx"
"Pex13",0.00299506834429286,0.0675466012412732,0.262,0.214,1,"Control","Pex13"
"Atf7ip",0.00299894916533819,0.0876983091644896,0.345,0.299,1,"Control","Atf7ip"
"Arhgef6",0.00301017819205199,0.0747406384450622,0.328,0.272,1,"Control","Arhgef6"
"Sympk",0.00301301582093026,0.0628307253683298,0.208,0.161,1,"Control","Sympk"
"Abca7",0.00303530913143528,0.0506687098100419,0.104,0.071,1,"Control","Abca7"
"Rab32",0.00307349018085556,0.0633861573683884,0.262,0.212,1,"Control","Rab32"
"Eif3c",0.00308045035770387,0.0820075393105222,0.638,0.591,1,"Control","Eif3c"
"H2-Q4",0.00308861697173956,0.0790813369873774,0.407,0.353,1,"Control","H2-Q4"
"Lrpprc",0.00311303130134649,0.0615286172648918,0.222,0.177,1,"Control","Lrpprc"
"Yipf3",0.00311340447617131,0.0643126719267548,0.281,0.234,1,"Control","Yipf3"
"Calr",0.00311655816955383,0.0553398470763518,0.807,0.767,1,"Control","Calr"
"Narf",0.00312482413745375,0.0559428193425933,0.102,0.074,1,"Control","Narf"
"Fbxl20",0.00312733975278648,0.0633940305757118,0.147,0.109,1,"Control","Fbxl20"
"Aip",0.00312764491639834,0.057947164569576,0.328,0.267,1,"Control","Aip"
"Mrpl9",0.00313943343129837,0.0652002038897075,0.295,0.244,1,"Control","Mrpl9"
"Chmp3",0.00315874044525844,0.0694077679959184,0.41,0.353,1,"Control","Chmp3"
"Tmub1",0.00316318336071765,0.0723372886122906,0.187,0.147,1,"Control","Tmub1"
"Tubgcp4",0.003166885009521,0.0543349512849006,0.196,0.147,1,"Control","Tubgcp4"
"Sppl2a",0.00319681590950665,0.0691353092065013,0.217,0.171,1,"Control","Sppl2a"
"Snx4",0.00325710821040583,0.0740446302970116,0.227,0.19,1,"Control","Snx4"
"Shisa5",0.00326219578604496,0.0737730275922168,0.629,0.583,1,"Control","Shisa5"
"Pigt",0.00327041513325302,0.0685211993608039,0.405,0.351,1,"Control","Pigt"
"Tmppe",0.00331896641998871,0.0746258271135916,0.184,0.147,1,"Control","Tmppe"
"Pear1",0.00332001184106142,0.0665358744458556,0.321,0.263,1,"Control","Pear1"
"Rgp1",0.00333697149666957,0.0649334795255252,0.127,0.093,1,"Control","Rgp1"
"Apeh",0.00338752537080978,0.0533880789412599,0.14,0.101,1,"Control","Apeh"
"Mbd3",0.00339459172040547,0.0577265746734874,0.571,0.516,1,"Control","Mbd3"
"Fam110a",0.00345817226485663,0.0781444614730332,0.215,0.171,1,"Control","Fam110a"
"Nufip2",0.00346090508820762,0.0889569511087954,0.376,0.328,1,"Control","Nufip2"
"Agl",0.00347474555362377,0.0583067675798771,0.172,0.135,1,"Control","Agl"
"Spred1",0.00348266680758146,0.0739602033399903,0.271,0.221,1,"Control","Spred1"
"Dlst",0.00349678402464502,0.0591354254643945,0.208,0.165,1,"Control","Dlst"
"Zeb2",0.00352936383487375,0.0993342233823857,0.466,0.419,1,"Control","Zeb2"
"Ppp2r4",0.00353151814402327,0.0626892175192127,0.466,0.408,1,"Control","Ppp2r4"
"Ctdsp1",0.00353329127826196,0.065817044839061,0.394,0.34,1,"Control","Ctdsp1"
"Adcy3",0.00353577959560544,0.0669126753358613,0.153,0.119,1,"Control","Adcy3"
"Taf2",0.00354162193399536,0.0622170066087231,0.133,0.1,1,"Control","Taf2"
"Bmpr2",0.00357316200893819,0.061137591749277,0.114,0.081,1,"Control","Bmpr2"
"Abcc1",0.00358298069044162,0.0665690228667776,0.355,0.297,1,"Control","Abcc1"
"Cic",0.0036185539493731,0.0722928050895127,0.255,0.208,1,"Control","Cic"
"Gclm",0.0036368775764455,0.0772914909603366,0.887,0.87,1,"Control","Gclm"
"Add1",0.00365082607689723,0.0764791144980813,0.324,0.273,1,"Control","Add1"
"Gatad2b",0.00369039444359204,0.0805624396552885,0.437,0.385,1,"Control","Gatad2b"
"Tal1",0.00370458658140029,0.0834092328326103,0.399,0.354,1,"Control","Tal1"
"Larp1",0.00373447799899043,0.0692906045546913,0.587,0.532,1,"Control","Larp1"
"Zfp655",0.00375040862430313,0.0597766578991463,0.161,0.124,1,"Control","Zfp655"
"Atp6v1d",0.0037765410363305,0.0691431850542641,0.51,0.459,1,"Control","Atp6v1d"
"Vim",0.00377821033689854,0.0767812198924209,0.669,0.624,1,"Control","Vim"
"Creg1",0.00378085548262336,0.0785759991001256,0.911,0.899,1,"Control","Creg1"
"Ywhag",0.003799714330162,0.0826106228348101,0.437,0.394,1,"Control","Ywhag"
"Bak1",0.00381509003319378,0.0604730807448239,0.368,0.318,1,"Control","Bak1"
"Tfe3",0.00381747801521054,0.0596993418285086,0.108,0.079,1,"Control","Tfe3"
"Calu",0.00383417650218226,0.0605902399293498,0.284,0.234,1,"Control","Calu"
"Coro1c",0.00384406121381323,0.0731496559156981,0.431,0.378,1,"Control","Coro1c"
"Mdfi",0.00387414962325397,0.0811289492427553,0.466,0.413,1,"Control","Mdfi"
"Creld2",0.00390202422418363,0.0583450361143606,0.278,0.228,1,"Control","Creld2"
"Nceh1",0.00391212284543257,0.0790402877460377,0.271,0.22,1,"Control","Nceh1"
"Sdf2",0.00392575662590445,0.0562781461673045,0.437,0.374,1,"Control","Sdf2"
"Mlxip",0.00398199071205312,0.0658836446962507,0.19,0.15,1,"Control","Mlxip"
"Faap100",0.00400092725543247,0.0627040606483902,0.176,0.138,1,"Control","Faap100"
"Wbp2",0.00401179901280372,0.0662103385287094,0.46,0.403,1,"Control","Wbp2"
"Dnttip1",0.00401672528792986,0.0648954897639543,0.2,0.161,1,"Control","Dnttip1"
"Armcx6",0.00401856264082211,0.0572896460358999,0.105,0.075,1,"Control","Armcx6"
"Sesn3",0.00403266623489947,0.0546423040801173,0.151,0.107,1,"Control","Sesn3"
"Rac1",0.00405517810159502,0.0590088714466737,0.733,0.685,1,"Control","Rac1"
"Sec14l2",0.00406859451569729,0.0626300233827581,0.243,0.191,1,"Control","Sec14l2"
"Mfsd1",0.00407721421108587,0.0689042485238622,0.206,0.165,1,"Control","Mfsd1"
"Ptpra",0.00410694421079221,0.0684559109551639,0.38,0.33,1,"Control","Ptpra"
"Gabpb2",0.00411570095252429,0.0627237815378853,0.287,0.234,1,"Control","Gabpb2"
"Nup88",0.00415269013362017,0.0571812215804053,0.177,0.136,1,"Control","Nup88"
"Gtf2b",0.00417254259707374,0.0588551528560743,0.349,0.297,1,"Control","Gtf2b"
"Fermt3",0.00417397754562091,0.0731220651949935,0.606,0.547,1,"Control","Fermt3"
"Anapc2",0.00422332486390411,0.0584860598469016,0.196,0.156,1,"Control","Anapc2"
"Tcf25",0.00423690733302639,0.0638342150234901,0.678,0.623,1,"Control","Tcf25"
"Crot",0.0042630095635851,0.0618221581352038,0.253,0.2,1,"Control","Crot"
"Spag7",0.00427805546781918,0.0694171128589337,0.478,0.429,1,"Control","Spag7"
"Ccndbp1",0.00428942397144852,0.0693799238471303,0.28,0.233,1,"Control","Ccndbp1"
"Tnfrsf1a",0.00430930734122399,0.0561018688253793,0.369,0.312,1,"Control","Tnfrsf1a"
"Oasl2",0.00431174950005644,0.0534818170719163,0.157,0.113,1,"Control","Oasl2"
"BC037034",0.00431586199641997,0.0583443912759409,0.194,0.15,1,"Control","BC037034"
"Itga4",0.00431625514084459,0.0693242487251582,0.278,0.231,1,"Control","Itga4"
"Ugcg",0.00431747514966549,0.0711634504818864,0.142,0.109,1,"Control","Ugcg"
"Abhd8",0.00432366468944699,0.0602619609902346,0.374,0.317,1,"Control","Abhd8"
"Spast",0.00434124994183009,0.0614103978300998,0.189,0.15,1,"Control","Spast"
"Kif5b",0.00436171515247293,0.0683788596795794,0.598,0.545,1,"Control","Kif5b"
